3
KEY,WORDS,MULTIPLICITY
,<Board:rightMostInnerHoleP1> },1
ESE,) ESE ),2
,ESE ),2
,WSW ESE },7
,ESE },7
,STRING ESE INTEGER,8
,ESE INTEGER,8
<Variant:goal>,if <Variant:goal> (,1
,<Variant:goal> (,1
everything,that everything other,1
,from everything },1
,everything other,1
,everything },1
Structure,) Structure of,2
,Structure of,2
oer,move oer any,1
,oer any,1
side,each side having,1
,the side of,2
,starting side --COMMA--,2
,far side --COMMA--,1
,farthest side without,1
,side having,1
,side of,2
,side --COMMA--,3
,side without,1
includeSelf:True,) includeSelf:True ),5
,Orthogonal includeSelf:True ),6
,includeSelf:True ),12
,STRING includeSelf:True ),1
<Group>,STRING <Group> args:,1
,<Group> args:,1
Surround,) Surround on,2
,Surround on,2
<LeftInnerHolesP2>,<LeftInnerHolesP1> <LeftInnerHolesP2> <InitOneSeed>,1
,<LeftInnerHolesP2> <InitOneSeed>,1
<Shape>,hex <Shape> <Size>,1
,STRING <Shape> args:,1
,<Shape> <Size>,1
,<Shape> args:,1
edgeColour:,) edgeColour: (,1
,edgeColour: (,1
draw,= draw (,1
,draw (,1
,players draw .,1
,draw .,1
off,Bear off rule,4
,off rule,4
,degrees off either,1
,off either,1
clearing,utilities: clearing the,1
,clearing the,1
<Stars>,STRING <Stars> ),1
,STRING <Stars> args:,1
,<Stars> ),1
,<Stars> args:,1
traditionally,are traditionally coloured,1
,traditionally coloured,1
<Row:specialHoles>,{ <Row:specialHoles> },1
,<Row:specialHoles> },1
<NumPlayers>,{ <NumPlayers> <BoardShape>,2
,<NumPlayers> <BoardShape>,2
Defining,) Defining the,2
,Defining the,2
le,( le (,3
,le (,3
,( le #2,1
,le #2,1
,( le <NeighborsOf:nbrMax>,1
,le <NeighborsOf:nbrMax>,1
,( le INTEGER,2
,le INTEGER,2
complete,( complete (,8
,complete (,8
<Player:startPos>,) <Player:startPos> (,1
,<Player:startPos> (,1
54>,. 54> STRING,1
,54> STRING,1
Boat,) Boat (,1
,= Boat Damage,1
,Boat (,1
,Boat Damage,1
origin:,expand origin: (,94
,origin: (,98
,) origin: (,4
<Scoring:updateOption>,then <Scoring:updateOption> ),1
,<Scoring:updateOption> ),1
<Fox:hopCapture>,or <Fox:hopCapture> <Fox:stepMove>,1
,<Fox:hopCapture> <Fox:stepMove>,1
count:100,) count:100 state:1,4
,count:100 state:1,4
lt,( lt (,8
,lt (,8
,( lt INTEGER,3
,lt INTEGER,3
<FogOfWar>,STRING <FogOfWar> args:,1
,<FogOfWar> args:,1
while,( while (,1
,while (,1
secone,the secone edge,1
,secone edge,1
<Board:leopardGoal>,) <Board:leopardGoal> ),1
,<Board:leopardGoal> ),1
second,) second capture,1
,second capture,1
,the second promotion,1
,second promotion,1
,**** second choice,1
,second choice,1
that,for that player,1
,that player,1
,then that Pawn,1
,that Pawn,1
,of that colour,1
,Note that a,1
,move that would,1
,colour that has,1
,in that position,1
,rule that if,1
,that colour,1
,that a,2
,that would,1
,that has,1
,that position,1
,that if,2
,Sites that contain,1
,units that are,1
,Sites that a,1
,Sites that are,1
,sites that protect,1
,Move that builds,1
,Moves that infantry,1
,that contain,1
,that are,2
,that protect,1
,that builds,1
,that infantry,1
,site that is,1
,that is,1
,show that everything,1
,that everything,1
,add that if,1
,sure that something,1
,restrictions that prevent,1
,that something,1
,that prevent,1
edge,an edge --COMMA--,1
,edge --COMMA--,1
,secone edge marker,1
,edge marker,1
,an edge (,1
,edge (,1
<Dual:begin>,board <Dual:begin> (,1
,<Dual:begin> (,1
than,lower than Mover,2
,lower than his,1
,than Mover,2
,than his,1
,other than Kings,1
,more than one,1
,than Kings,1
,than one,1
,other than placement,1
,than placement,1
limit,upper limit at,1
,limit at,1
,a limit on,1
,limit on,1
claim,( claim (,6
,claim (,6
Team2,STRING Team2 STRING,1
,players Team2 ),1
,STRING Team2 ),5
,result Team2 Win,4
,Team2 STRING,1
,Team2 ),6
,Team2 Win,4
sow,( sow #2,3
,sow #2,3
,( sow STRING,136
,sow STRING,136
,( sow ),7
,sow ),7
,( sow (,25
,sow (,25
,( sow numPerHole:2,1
,sow numPerHole:2,1
,( sow numPerHole:,1
,sow numPerHole:,1
,( sow sowEffect:,1
,sow sowEffect:,1
,( sow count:4,1
,( sow count:,8
,sow count:4,1
,sow count:,8
,( sow apply:,60
,sow apply:,60
,we sow only,1
,sow only,1
,( sow if:,22
,sow if:,22
,( sow origin:True,3
,sow origin:True,3
,( sow #1,1
,sow #1,1
,( sow numPerHole:4,4
,sow numPerHole:4,4
,( sow skipIf:,1
,sow skipIf:,1
,( sow count:2,2
,sow count:2,2
,( sow if:True,4
,sow if:True,4
,( sow count:18,1
,sow count:18,1
Team1,players Team1 ),4
,STRING Team1 STRING,1
,STRING Team1 ),5
,result Team1 Win,4
,Team1 ),9
,Team1 STRING,1
,Team1 Win,4
-------------------------------------------------------,Kings ------------------------------------------------------- #1,1
,Castling ------------------------------------------------------- (,1
,Pieces ------------------------------------------------------- (,1
,Hoplites ------------------------------------------------------- #1,1
,Core ------------------------------------------------------- (,1
,------------------------------------------------------- #1,2
,------------------------------------------------------- (,3
different,are different .,1
,different .,1
,of different Boards,1
,different Boards,1
,array different or,1
,different or,1
Cell,count Cell at:,204
,Cell at:,224
,to Cell (,15
,Hidden Cell at:,2
,from Cell (,13
,remove Cell (,6
,Cell (,73
,LastTo Cell ),1
,Cell ),17
,what Cell at:,1
,Occupied Cell (,7
,Incident Cell of:Cell,5
,Cell of:Cell,5
,Incident Cell of:Vertex,3
,sites Cell STRING,7
,Cell of:Vertex,3
,Cell STRING,7
,directions Cell from:,27
,Cell from:,27
,Around Cell (,8
,Empty Cell (,2
,from Cell ),6
,to Cell if:,1
,STRING Cell {,1
,Cell if:,1
,Cell {,1
,Start Cell (,3
,directions Cell from:#1,4
,Cell from:#1,4
,renumber Cell (,1
,Empty Cell ),7
,Incident Cell of:Edge,2
,who Cell at:,1
,Pieces Cell #1,1
,#1 Cell ),1
,STRING Cell INTEGER,5
,Cell of:Edge,2
,Cell #1,2
,Cell INTEGER,5
,ahead Cell #2,10
,Around Cell #1,1
,Around Cell #2,1
,Sites Cell in:,3
,) Cell at:,12
,State Cell at:,1
,Cell #2,11
,Cell in:,3
,values Cell (,16
,} Cell ),2
,forAll Cell (,2
,hint Cell at:,3
<p2_directions>,<p1_directions> <p2_directions> ),6
,<p2_directions> ),6
55>,. 55> STRING,1
,55> STRING,1
Rightwards,{ Rightwards Leftwards,8
,Rightwards Leftwards,18
,Forwards Rightwards Leftwards,7
,STRING Rightwards ),3
,Backwards Rightwards Leftwards,3
,Backward Rightwards },1
,Rightwards ),3
,Rightwards },1
value:7,STRING value:7 ),1
,value:7 ),5
,count:1 value:7 ),2
,count:2 value:7 ),2
value:8,STRING value:8 ),1
,value:8 ),3
,count:2 value:8 ),2
value:5,count:1 value:5 ),1
,value:5 ),14
,STRING value:5 ),9
,count:2 value:5 ),2
,count:4 value:5 ),2
cycling:-,prevent cycling:- After,1
,cycling:- After,1
value:6,count:1 value:6 ),1
,value:6 ),6
,STRING value:6 ),1
,count:2 value:6 ),2
,count:4 value:6 ),2
<phases:,> <phases: {,1
,<phases: {,1
value:3,count:2 value:3 ),3
,value:3 ),31
,STRING value:3 ),9
,state:2 value:3 ),17
,count:4 value:3 ),2
level,( level ),316
,level ),316
,between level and,1
,level and,1
value:4,count:2 value:4 ),3
,value:4 ),14
,STRING value:4 ),9
,count:4 value:4 ),2
3rd,optional 3rd region,1
,3rd region,1
value:1,count:4 value:1 ),4
,value:1 ),38
,count:8 value:1 ),1
,state:3 value:1 ),4
,state:1 value:1 ),8
,state:2 value:1 ),2
,) value:1 ),4
,STRING value:1 ),3
,count:5 value:1 ),2
,} value:1 ),8
,INTEGER value:1 ),2
value:2,count:2 value:2 ),3
,value:2 ),16
,STRING value:2 ),11
,count:8 value:2 ),2
value:0,rotation:2 value:0 ),1
,rotation:4 value:0 ),1
,rotation:6 value:0 ),1
,rotation:0 value:0 ),1
,value:0 ),4
Dominoes,deal Dominoes INTEGER,1
,Dominoes INTEGER,1
restrictions,move restrictions that,1
,restrictions that,1
<End:sites>,sites <End:sites> ),1
,<End:sites> ),1
Double,game: Double turns,1
,Double turns,1
plus,--COMMA-- plus handling,1
,plus handling,1
entry,the entry of,1
,entry of,1
expand,( expand (,577
,expand (,577
,( expand origin:,94
,expand origin:,94
,( expand origin:1,1
,( expand origin:0,2
,( expand origin:2,1
,( expand origin:3,1
,( expand origin:4,1
,( expand origin:5,1
,( expand origin:6,1
,( expand origin:7,1
,( expand origin:8,1
,( expand origin:9,1
,( expand origin:10,1
,( expand origin:11,1
,expand origin:1,1
,expand origin:0,2
,expand origin:2,1
,expand origin:3,1
,expand origin:4,1
,expand origin:5,1
,expand origin:6,1
,expand origin:7,1
,expand origin:8,1
,expand origin:9,1
,expand origin:10,1
,expand origin:11,1
,( expand origin:181,1
,( expand origin:191,1
,( expand origin:174,1
,expand origin:181,1
,expand origin:191,1
,expand origin:174,1
use:Vertex>,) use:Vertex> STRING,1
,use:Vertex> STRING,1
<geese>,{ <geese> },1
,<geese> },1
<Board:rightMostInnerHoleP2>,<Board:thirdHoleInnerP2> <Board:rightMostInnerHoleP2> },1
,<Board:rightMostInnerHoleP2> },1
CaptureToPieceAndResetCounter,- CaptureToPieceAndResetCounter (,7
,CaptureToPieceAndResetCounter (,7
<Challenge>,start <Challenge> ),7
,STRING <Challenge> args:,15
,<Challenge> ),7
,<Challenge> args:,15
,) <Challenge> (,1
,<Challenge> (,1
diagonals,by diagonals only,1
,diagonals only,1
value:9,STRING value:9 ),1
,value:9 ),3
,INTEGER value:9 ),2
consumed,INTEGER consumed in,1
,consumed in,1
no,( no Pieces,376
,( no Moves,328
,no Pieces,376
,no Moves,328
,with no notches,2
,no notches,2
,) no moves,1
,no moves,1
,are no pieces,1
,are no Bishops,1
,is no en,1
,no pieces,1
,no Bishops,1
,no en,1
,if no promotion,1
,no promotion,1
,) no mover,1
,no mover,1
behind,if behind an,1
,behind an,1
count:120,) count:120 state:1,2
,count:120 state:1,2
p1,if p1 mover,1
,p1 mover,1
<Board:MainWinC>,<= <Board:MainWinC> (,10
,<Board:MainWinC> (,10
p2,one p2 piece,1
,p2 piece,1
Phase,sites Phase INTEGER,123
,Phase INTEGER,123
,sites Phase <BoardConfig:RegionDarkPhase>,1
,sites Phase <BoardConfig:RegionLightPhase>,1
,sites Phase <BoardConfig:RegionMediumPhase>,1
,Phase <BoardConfig:RegionDarkPhase>,1
,Phase <BoardConfig:RegionLightPhase>,1
,Phase <BoardConfig:RegionMediumPhase>,1
<Diagonal>,STRING <Diagonal> STRING,2
,<Diagonal> STRING,2
ROUND,ONE ROUND FOR,1
,ROUND FOR,1
EndSite,trackSite EndSite ),2
,EndSite ),2
,trackSite EndSite Mover,2
,EndSite Mover,2
<Board:stores>,Home <Board:stores> },1
,<Board:stores> },1
storage,( storage pits,41
,storage pits,41
<High:value>,INTEGER <High:value> ),2
,<High:value> ),2
elapsed,turns elapsed without,1
,elapsed without,1
by:Mover,Occupied by:Mover ),154
,by:Mover ),158
,Occupied by:Mover top:False,5
,by:Mover top:False,5
,Occupied by:Mover container:,10
,by:Mover container:,10
,Occupied by:Mover STRING,76
,by:Mover STRING,76
,) by:Mover {,3
,of:All by:Mover at:,2
,Occupied by:Mover components:,1
,by:Mover {,3
,by:Mover at:,2
,by:Mover components:,1
,of:P1 by:Mover ),1
,of:P2 by:Mover ),1
,of:P3 by:Mover ),1
,of:P4 by:Mover ),1
,Occupied by:Mover on:Edge,2
,by:Mover on:Edge,2
,Occupied by:Mover top:True,1
,by:Mover top:True,1
total,a total distance,1
,total distance,1
of,winning of P1,2
,of P1,6
,positions of each,4
,of each,10
,Quadrant of P1,2
,Quadrant of P2,2
,of P2,4
,Charge of the,1
,one of our,1
,goal of the,1
,of the,35
,of our,1
,Name of piece,2
,of piece,2
,position of the,1
,value of mine,2
,hand of P1,1
,hand of P2,1
,of mine,2
,goal of P1,1
,goal of P2,1
,value of each,1
,regardless of what,2
,of what,2
,leftHole of each,1
,number of capture,1
,of capture,1
,holes of the,2
,levels of the,1
,State of pieces,3
,Movement of the,3
,of pieces,3
,Version of the,1
,location of last-moved,6
,of last-moved,6
,opposite of <fwd_dir>,1
,of <fwd_dir>,1
,INTEGER of the,1
,out of omnicheck,2
,move of a,1
,number of spaces,1
,of omnicheck,2
,of a,4
,of spaces,1
,made of hexagons,1
,side of the,2
,pieces of that,1
,one of the,2
,pieces of the,1
,piece of the,1
,any of the,3
,either of those,1
,spaces of the,1
,space of the,1
,right of forward,1
,) of the,1
,movement of the,1
,version of the,1
,possession of the,1
,direction of movement,1
,Encyclopedia of Chess,1
,of hexagons,1
,of that,1
,of those,1
,of forward,1
,of movement,1
,of Chess,1
,entry of the,1
,sense of the,1
,owner of each,1
,end of each,1
,location of the,4
,Site of player,1
,of player,1
,placement of a,1
,size of the,1
,lists of sites,1
,INTEGER of each,1
,of sites,1
,series of hops,1
,hops of a,1
,Influence of the,1
,position of a,1
,influence of INTEGER,1
,Continuation of the,1
,structure of each,1
,Structure of play,2
,Definitions of different,1
,of hops,1
,of INTEGER,1
,of play,2
,of different,1
,number of try,1
,of try,1
loses,player loses --COMMA--,1
,loses --COMMA--,1
og,locations og the,1
,og the,1
Opponent,STRING Opponent piece,1
,Opponent piece,1
,Notes: Opponent scoring,1
,Opponent scoring,1
<track1>,<size> <track1> <track2>,1
,<track1> <track2>,1
Winning,sites Winning Mover,4
,sites Winning Next,4
,Winning Mover,4
,Winning Next,4
<piece_key>,STRING <piece_key> <slide_dir>,3
,<piece_key> <slide_dir>,3
on,rule on water,1
,on water,1
,is on the,1
,on the,11
,if on the,1
,Surround on corners,2
,on corners,2
,diagonally on its,1
,on its,1
,depend on how,1
,have on the,1
,omnicheck on their,1
,on how,1
,on their,1
,played on a,2
,--COMMA-- on the,2
,Knight on the,1
,--COMMA-- on a,1
,on a,4
,) on step,2
,on step,2
,only on the,1
,Diagonal on the,1
,pieces on the,1
,stand on (,1
,entrenchment on ),1
,on (,2
,on ),1
,humans on land,1
,units on land,1
,on land,2
,heavy on the,1
,piece on a,1
,empties on all,1
,on all,1
,place on an,1
,place on empty,1
,limit on friendly,1
,on an,1
,on empty,1
,on friendly,1
,selection on the,1
,based on remaining,1
,played on (,1
,on remaining,1
,play on even,1
,scoring on odd,1
,on even,1
,on odd,1
macro,STRING macro because,1
,macro because,1
,This macro defines,1
,macro defines,1
Hexagon,tri Hexagon INTEGER,4
,Hexagon INTEGER,4
,concentric Hexagon rings:3,1
,Hexagon rings:3,1
,hex Hexagon <BoardSize:smallSide>,6
,Hexagon <BoardSize:smallSide>,8
,tri Hexagon <BoardSize:smallSide>,2
,tri Hexagon <Board>,1
,Hexagon <Board>,1
or,( or STRING,69
,or STRING,69
,( or (,1435
,or (,1435
,( or <Jump:hare>,1
,or <Jump:hare>,1
,( or <Jump:coyote>,1
,or <Jump:coyote>,1
,( or {,455
,or {,455
,( or <Jump:bean>,1
,or <Jump:bean>,1
,( or <Fox:hopCapture>,1
,or <Fox:hopCapture>,1
,) or blank,2
,end or ),1
,or blank,2
,or ),1
,empty or contain,1
,piece or two,1
,one or two,1
,--COMMA-- or right,2
,two or three,2
,or contain,1
,or two,2
,or right,3
,or three,2
,flat or Two,1
,or Two,1
,Two or more,1
,or more,1
,INTEGER or INTEGER,1
,or INTEGER,2
,P1 or P2,2
,E or W,1
,or P2,2
,or W,1
,gray or black,1
,--COMMA-- or INTEGER,1
,Rook or a,1
,with or without,1
,left or right,1
,--COMMA-- or Knight,1
,--COMMA-- or there,1
,capture or Pawn,1
,or black,1
,or a,2
,or without,1
,or Knight,1
,or there,1
,or Pawn,1
,( or Add,1
,or Add,1
,( or <CheckmateRule:Ending>,1
,or <CheckmateRule:Ending>,1
,( or <Movement:type>,1
,or <Movement:type>,1
,STRING or <Multi:capture>,1
,or <Multi:capture>,1
,) or next,1
,or next,1
,different or a,1
,( or <Play:type>,1
,or <Play:type>,1
chance,a chance to,1
,chance to,1
Leduc,Phil Leduc Move,1
,Leduc Move,1
considerably,processing considerably .,1
,considerably .,1
moveagain,( moveagain ),1
,moveagain ),1
control,Flow control for,1
,control for,1
coloured,traditionally coloured red,1
,coloured red,1
loops:3>,) loops:3> <,1
,loops:3> <,1
Variants,Chess Variants --COMMA--,1
,Variants --COMMA--,1
count:<Board:init>,) count:<Board:init> (,1
,count:<Board:init> (,1
diagonal,square diagonal grid,1
,diagonal grid,1
<Tiger>,STRING <Tiger> args:,2
,<Tiger> args:,2
10>,. 10> <50,1
,10> <50,1
,. 10> <17,1
,10> <17,1
,<5 10> STRING,1
,10> STRING,1
,<12 10> <,1
,10> <,1
<p3_dirs>,<p2_dirs> <p3_dirs> ),1
,<p3_dirs> ),1
Currently,Note: Currently --COMMA--,1
,Currently --COMMA--,1
<BoardConfig>,STRING <BoardConfig> args:,1
,<BoardConfig> args:,1
upper,) upper limit,1
,upper limit,1
stopIncluded:True,) stopIncluded:True ),7
,stopIncluded:True ),7
,) stopIncluded:True distance:,1
,stopIncluded:True distance:,1
determination,site determination suicidal,1
,determination suicidal,1
<sum>,<maxVal> <sum> },1
,<sum> },1
somewhere,it somewhere around,1
,somewhere around,1
<Board:track1>,STRING <Board:track1> loop:True,1
,<Board:track1> loop:True,1
Farthest,LineOfSight Farthest at:,4
,Farthest at:,4
draws,player draws .,1
,draws .,1
<CapThreshold>,) <CapThreshold> ),1
,STRING <CapThreshold> args:,1
,<CapThreshold> ),1
,<CapThreshold> args:,1
drawn,functions drawn from,9
,drawn from,9
Damage,Attacker Damage #1,1
,Human Damage INTEGER,1
,Vehicle Damage INTEGER,2
,Aircraft Damage INTEGER,1
,Boat Damage INTEGER,1
,Building Damage (,1
,= Damage Taken,1
,Random Damage Minimum,1
,Random Damage Maximum,1
,Damage #1,1
,Damage INTEGER,5
,Damage (,1
,Damage Taken,1
,Damage Minimum,1
,Damage Maximum,1
11>,. 11> <20,1
,11> <20,1
they,Kings they happen,1
,--COMMA-- they must,1
,--COMMA-- they have,1
,because they have,1
,they happen,1
,they must,1
,they have,2
,--COMMA-- they are,1
,they are,1
<Board:track2>,STRING <Board:track2> loop:True,5
,<Board:track2> loop:True,5
,) <Board:track2> },1
,<Board:track2> },1
<walls>,{ <walls> <start1>,1
,<walls> <start1>,1
,{ <walls> <exit>,1
,<walls> <exit>,1
,<exit> <walls> },1
,<walls> },1
Spartan,out Spartan castling,1
,Spartan castling,1
Ghora,) Ghora (,1
,Ghora (,1
value:100,state:1 value:100 ),3
,state:8 value:100 ),150
,value:100 ),153
Comment:,Comment: That,1
them,simplify them into,1
,them into,1
,remembering them speeds,1
,them speeds,1
then,( then (,1817
,then (,1817
,( then STRING,27
,then STRING,27
,--COMMA-- then that,1
,then that,1
,( then <NumOfPlayers:CheckMate>,2
,then <NumOfPlayers:CheckMate>,2
,- then clause,2
,then clause,2
,--COMMA-- then the,2
,--COMMA-- then it,1
,--COMMA-- then Player,1
,then the,2
,then it,1
,then Player,1
,( then #2,1
,then #2,1
,( then <SType:selScoring>,2
,then <SType:selScoring>,2
,( then <Scoring:updateOption>,1
,then <Scoring:updateOption>,1
,would then not,2
,included then conditions,1
,and then remove,1
,then not,2
,then conditions,1
,then remove,1
,( then <Minotaur:threat>,1
,then <Minotaur:threat>,1
<init>,<number> <init> },3
,<init> },6
,<num> <init> },1
,<startPos> <init> },1
,<size> <init> },1
,<track> <init> <Play>,1
,<init> <Play>,1
<directionScored>,<diagShow> <directionScored> },3
,<directionScored> },3
Transit,- Transit zone,1
,Transit zone,1
Rooks,* Rooks move,1
,the Rooks belonging,1
,Rooks move,1
,Rooks belonging,1
remaining,the remaining player,1
,remaining player,1
,the remaining steps,1
,the remaining step,1
,on remaining influence,1
,remaining steps,1
,remaining step,1
,remaining influence,1
NextPlayer,set NextPlayer (,42
,NextPlayer (,45
,Set NextPlayer (,3
Wellisch,STRING Wellisch STRING,1
,Siegmund Wellisch .,1
,STRING Wellisch Chess,1
,in Wellisch Chess,1
,STRING Wellisch Chess_ai"     ) ),1
,Wellisch Chess,3
,Wellisch STRING,1
,Wellisch .,1
,Wellisch Chess_ai"     ) ),1
<suicideOption>,<location> <suicideOption> },1
,<suicideOption> },1
bridge,Add bridge to,2
,to bridge wagon,1
,bridge to,2
,bridge wagon,1
starting,the starting point,3
,starting point,3
,The starting positions,4
,starting positions,4
,the starting Shah's,1
,starting Shah's,1
,its starting side,1
,their starting side,1
,starting side,2
,the starting location,1
,the starting position,1
,starting location,1
,starting position,1
Split,add Split it,2
,Split it,2
conditions,victory conditions for,1
,victory conditions depend,1
,conditions for,1
,conditions depend,1
,then conditions (,1
,pass conditions (,1
,conditions (,2
12>,. 12> <23,1
,12> <23,1
,<14 12> <,1
,12> <,1
checking,before checking for,1
,checking for,1
<dot0>,<size> <dot0> <3dSites>,1
,<dot0> <3dSites>,1
<Scenario>,STRING <Scenario> args:,1
,<Scenario> args:,1
<controlType>,{ <controlType> },2
,<controlType> },2
<Board:LeftInnerHolesP1>,{ <Board:LeftInnerHolesP1> },1
,<Board:LeftInnerHolesP1> },1
seed,one seed .,1
,seed .,1
<Throw>,<Dice> <Throw> (,1
,STRING <Throw> args:,1
,<Throw> (,1
,<Throw> args:,1
count:,) count: (,451
,count: (,466
,sow count: (,8
,STRING count: (,6
,} count: (,1
executed,be executed .,2
,executed .,2
<fwd_dir>,STRING <fwd_dir> <back_dir>,5
,<fwd_dir> <back_dir>,5
,of <fwd_dir> .,1
,<fwd_dir> .,1
workaround,bug workaround (,2
,bug workaround },1
,workaround (,2
,workaround },1
current,our current role,2
,current role,2
,its current implementation,1
,current implementation,1
,their current space---West,1
,the current space,1
,the current move,1
,current space---West,1
,current space,1
,current move,1
<Version:limit>,) <Version:limit> ),1
,<Version:limit> ),1
Piece,forEach Piece ),532
,Piece ),532
,forEach Piece STRING,215
,Piece STRING,215
,forEach Piece top:True,49
,Piece top:True,49
,forEach Piece (,97
,Piece (,97
,forEach Piece container:,41
,Piece container:,41
,forEach Piece P1,7
,forEach Piece P2,5
,forEach Piece P3,4
,forEach Piece P4,2
,forEach Piece P5,1
,forEach Piece P6,1
,Piece P1,7
,Piece P2,5
,Piece P3,4
,Piece P4,2
,Piece P5,1
,Piece P6,1
,value Piece at:,98
,Piece at:,106
,forEach Piece {,32
,Piece {,32
,forEach Piece container:1,1
,Piece container:1,1
,value Piece at:#1,1
,Piece at:#1,1
,forEach Piece Next,96
,Piece Next,96
,forEach Piece #1,5
,Piece #1,5
,. Piece Movement:,1
,Piece Movement:,1
,Large Piece Name,1
,Small Piece Name,1
,Piece Name,2
,Each Piece moving,2
,Piece moving,2
,forEach Piece Shared,1
,Piece Shared,1
,forEach Piece on:Vertex,1
,forEach Piece on:Edge,1
,forEach Piece on:Cell,1
,Piece on:Vertex,1
,Piece on:Edge,1
,Piece on:Cell,1
,LineOfSight Piece at:,8
,forEach Piece <Version:consequence>,1
,Piece <Version:consequence>,1
Limping,tri Limping INTEGER,5
,Limping INTEGER,11
,hex Limping <Board:size>,1
,Limping <Board:size>,1
,hex Limping (,5
,Limping (,7
,tri Limping (,2
,hex Limping INTEGER,6
Options:,STRING Options: eg,1
,Options: eg,1
before:10,STRING before:10 after:10,2
,before:10 after:10,2
<ScoreOption:discVal>,STRING <ScoreOption:discVal> ),1
,<ScoreOption:discVal> ),1
<hare>,{ <hare> },1
,<hare> },1
13>,. 13> <26,1
,13> <26,1
so,done so far,4
,so far,4
,--COMMA-- so remembering,1
,so remembering,1
<Step,> <Step (,1
,<Step (,1
counts:,) counts: {,27
,counts: {,27
<showHandP3>,<betP3> <showHandP3> <removeP3>,1
,<showHandP3> <removeP3>,1
<Board:LeftInnerHolesP2>,{ <Board:LeftInnerHolesP2> },1
,<Board:LeftInnerHolesP2> },1
one,If one of,1
,one of,3
,remove one or,1
,removes one enemy,1
,one or,1
,one enemy,1
,and one round,1
,one round,1
,only one seed,1
,one seed,1
,Only one capture,1
,one capture,1
,last one placed,1
,one placed,1
,in one forward,1
,one forward,1
,defines one piece,1
,one piece,1
,to one of,1
,move one space,2
,with one of,1
,moving one space,1
,than one space,1
,one space,4
,mover one p2,1
,one p2,1
,least one player,1
,one player,1
<Board:EnemyTrack1>,STRING <Board:EnemyTrack1> P1,1
,<Board:EnemyTrack1> P1,1
store,We store the,3
,store the,3
Pawn2Start,> Pawn2Start <0>,1
,> Pawn2Start <2>,1
,Pawn2Start <0>,1
,Pawn2Start <2>,1
Section,From Section INTEGER,12
,Section INTEGER,12
diagonals:Solid,INTEGER diagonals:Solid ),18
,diagonals:Solid ),18
bug,STRING bug adds,1
,bug adds,1
,) bug workaround,3
,bug workaround,3
<Remove:rule>,STRING <Remove:rule> (,4
,<Remove:rule> (,4
<Board:EnemyTrack2>,STRING <Board:EnemyTrack2> P2,1
,<Board:EnemyTrack2> P2,1
makeFaces,( makeFaces (,1
,makeFaces (,1
<coyote>,{ <coyote> },1
,<coyote> },1
stones,enemy stones from,1
,stones from,1
to,( to if:,1175
,( to ),4489
,( to (,1657
,to if:,1175
,to ),4489
,to (,1658
,site to another,1
,( to INTEGER,16
,to another,1
,to INTEGER,18
,( to STRING,107
,to STRING,107
,goes to the,4
,have to enter,3
,have to go,3
,back to the,3
,( to #1,11
,to the,13
,to enter,3
,to go,3
,to #1,11
,thanks to double,4
,to double,4
,INTEGER to INTEGER,2
,have to move,1
,has to .,1
,to move,5
,to .,1
,- to region,2
,to region,2
,( to Cell,16
,to Cell,16
,the to location,2
,higher to the,1
,the to value,1
,pushed to place,1
,to location,2
,to value,1
,to place,3
,enemy to an,1
,to an,4
,order to remove,2
,to remove,2
,( to Edge,19
,to Edge,19
,piece to build,1
,to build,1
,( to #2,4
,to #2,4
,hole to play,2
,to play,3
,hole to a,1
,to a,6
,adjacent to any,1
,to any,2
,( to <Edge:target_zone>,1
,to <Edge:target_zone>,1
,dots to separate,1
,to separate,1
,( to <To>,1
,to <To>,1
,possible to reach,1
,impossible to place,1
,impossible to play,1
,to reach,1
,( to Vertex,5
,to Vertex,5
,) to update,1
,to update,2
,promote to Wazir,2
,promote to Knight_rotated,2
,promote to Elephant,2
,promote to Queen,2
,promote to King_noCross,2
,promote to Amazon,2
,promote to Giraffe,2
,promote to Bishop_noCross,2
,promote to Knight,2
,promote to Rook,2
,line to a,1
,promotion to the,1
,to Wazir,2
,to Knight_rotated,2
,to Elephant,2
,to Queen,2
,to King_noCross,2
,to Amazon,2
,to Giraffe,2
,to Bishop_noCross,2
,to Knight,2
,to Rook,2
,( to if:True,22
,to if:True,22
,pawn to begin,1
,to begin,1
,used to record,1
,to record,1
,happen to have,2
,trick to do,1
,illegal to move,1
,spaces to move,1
,condition to check,1
,to have,2
,to do,1
,to check,2
,board to Hand,1
,promoted to one,1
,belonging to the,1
,--COMMA-- to any,1
,moves to a,1
,available to a,1
,forward to an,1
,promoted to a,1
,due to turns,1
,able to escape,1
,player to capture,1
,chance to move,1
,to Hand,1
,to one,1
,to turns,1
,to escape,1
,to capture,1
,jump to three,2
,jump to two,9
,move to step,6
,to three,2
,to two,9
,to step,6
,Eric to check,1
,Todo: to improve,1
,to improve,1
,hand to the,1
,site to the,1
,( to if:False,3
,bridge to river,1
,bridge to bridge,1
,to if:False,3
,to river,1
,to bridge,1
,damage to units,3
,to units,3
,) to place,1
,player to consider,1
,to consider,1
,Direction to integer,1
,--COMMA-- to (,1
,players to understand,1
,state to be,1
,cells to filter,1
,added to --COMMA--,1
,need to be,1
,sites to update,1
,) to allow,1
,) to restrict,1
,All to pick,1
,entered to suicide,1
,next to suicide,1
,to integer,1
,to understand,1
,to be,2
,to filter,1
